datetime,open,high,low,close
1971-06-24,1.10313,1.10951,1.10168,1.10943
1971-06-25,1.10919,1.10924,1.10349,1.10593
1971-06-26,1.1059,1.10642,1.10327,1.10434
1971-06-27,1.10436,1.10478,1.09935,1.09989
1971-06-28,1.09989,1.10138,1.09643,1.09827
1971-06-29,1.09827,1.09849,1.09418,1.0943
1971-06-30,1.09424,1.09574,1.09076,1.09105
1971-07-01,1.09105,1.09247,1.08912,1.09145
1971-07-02,1.09146,1.09255,1.08651,1.08728
1971-07-03,1.08716,1.08887,1.08339,1.08408
1971-07-04,1.08408,1.08612,1.08272,1.08301
1971-07-05,1.0841,1.08509,1.08291,1.08346
1971-07-06,1.08345,1.08372,1.07852,1.07907
